TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CLSC3;95,85;5,51;6,09;0,95;0,28;16,60;10,69;5,37;3,06;6,28;3,14;0,98;0,33;5,43;-0,40;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;21.016,00;100,50;15,75;-1,47;3.801.939.263,05
CLSC4;100,40;6,35;6,38;1,00;0,30;16,60;10,69;5,37;3,20;6,28;3,14;0,98;0,34;5,69;-0,42;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;502.159,87;100,50;15,75;-1,54;3.801.939.263,05
CMIG3;13,94;10,50;6,13;1,40;0,63;18,16;22,09;15,50;4,30;4,96;1,33;0,43;0,95;-655,20;-0,80;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;3.058.496,04;9,95;2,27;0,14;33.701.404.668,30
CMIG4;10,69;13,69;4,70;1,07;0,48;18,16;22,09;15,50;3,30;4,96;1,33;0,43;0,73;-502,45;-0,61;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;65.475.308,30;9,95;2,27;0,11;33.701.404.668,30
CMIN3;5,62;4,95;13,88;3,34;0,86;47,43;26,67;13,26;6,90;5,76;-1,14;-0,55;1,84;4,13;-1,62;1,78;24,04;6,17;20,28;0,26;0,74;0,47;7,57;-9,53;15.506.886,78;1,68;0,40;-0,27;30.827.604.252,70
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86
COCE3;33,70;;7,50;0,55;0,19;17,54;13,43;4,39;2,45;6,88;4,56;1,03;0,33;-1,28;-0,24;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;5.953,00;60,78;4,50;1,01;2.755.722.063,50
COCE5;29,06;;6,46;0,48;0,17;17,54;13,43;4,39;2,11;6,88;4,56;1,03;0,28;-1,10;-0,21;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;126.093,65;60,78;4,50;0,87;2.755.722.063,50
COCE6;12,83;;2,85;0,21;0,07;17,54;13,43;4,39;0,93;6,88;4,56;1,03;0,13;-0,49;-0,09;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;0,00;60,78;4,50;0,38;2.755.722.063,50
COGN3;3,01;2,22;5,09;0,45;0,24;68,20;22,32;16,49;3,76;7,38;3,62;0,43;0,84;3,81;-0,29;1,53;8,84;4,70;6,01;0,53;0,42;0,28;-1,88;36,40;55.580.325,26;6,70;0,59;-0,02;5.648.584.692,10
CORR3;2,71;;0,01;0,01;0,00;100,00;2.560,96;2.141,14;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CORR4;82,00;;0,27;0,41;0,12;100,00;2.560,96;2.141,14;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CPFE3;38,96;7,17;8,30;2,09;0,57;31,48;24,89;12,29;4,10;6,36;2,26;1,15;1,02;-19,80;-0,71;0,88;25,17;6,82;16,26;0,27;0,72;0,56;7,33;14,88;35.779.206,35;18,64;4,69;-7,15;44.891.832.982,40
CPLE3;11,72;5,02;11,49;1,37;0,58;21,84;19,62;12,75;7,46;11,39;3,63;0,66;1,46;24,37;-0,72;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;34.396.788,52;8,58;1,02;0,37;36.371.809.290,96
CPLE5;13,00;4,98;12,74;1,51;0,64;21,84;19,62;12,75;8,28;11,39;3,63;0,66;1,62;27,03;-0,80;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;1.379,63;8,58;1,02;0,41;36.371.809.290,96
CPLE6;12,56;5,16;12,31;1,46;0,62;21,84;19,62;12,75;8,00;11,39;3,63;0,66;1,57;26,12;-0,77;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;89.728.210,78;8,58;1,02;0,39;36.371.809.290,96
CPRE3;18,23;;9,29;2,44;0,99;63,83;47,70;31,77;6,19;6,14;-0,05;-0,02;2,95;-20,50;-1,19;0,77;26,21;10,70;22,69;0,41;0,58;0,34;13,50;64,53;;7,49;1,96;-0,82;10.824.655.047,92
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;8,48;1,13;8,92;0,84;0,19;18,14;3,65;1,69;4,12;7,99;3,87;0,78;0,15;-25,37;-0,36;0,98;9,36;2,13;8,44;0,23;0,75;1,26;14,00;14,62;122.254.636,00;10,15;0,95;0,00;17.884.800.909,28
CRIV3;6,98;;35,10;0,66;0,04;20,26;0,43;0,99;81,37;80,16;;;0,35;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,75;707.929.532,00
CRIV4;6,74;;33,89;0,64;0,04;20,26;0,43;0,99;78,57;80,16;;;0,33;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,72;707.929.532,00
CRPG3;15,00;;-65,34;0,74;0,48;3,90;-3,32;-0,91;-17,90;-12,01;3,94;-0,16;0,59;1,23;-1,28;2,66;-1,14;-0,73;-4,54;0,65;0,35;0,81;2,32;;5.000,00;20,22;-0,23;0,70;387.941.729,01
CRPG5;12,49;;-54,40;0,62;0,40;3,90;-3,32;-0,91;-14,90;-12,01;3,94;-0,16;0,50;1,02;-1,07;2,66;-1,14;-0,73;-4,54;0,65;0,35;0,81;2,32;;122.133,57;20,22;-0,23;0,58;387.941.729,01
CRPG6;11,99;;-52,23;0,59;0,38;3,90;-3,32;-0,91;-14,31;-12,01;3,94;-0,16;0,48;0,98;-1,03;2,66;-1,14;-0,73;-4,54;0,65;0,35;0,81;2,32;;1.909,80;20,22;-0,23;0,56;387.941.729,01
CSAB3;30,50;;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,02;305.164.800,00
CSAB4;48,97;;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,03;305.164.800,00
CSAN3;5,97;;-0,95;1,55;0,09;31,48;6,62;-26,95;3,86;22,32;18,46;7,40;0,26;0,92;-0,11;1,83;-163,24;-9,31;-2,74;0,06;0,74;0,35;26,51;;183.696.388,57;3,85;-6,29;0,00;11.143.428.464,04
CSED3;5,65;3,74;10,23;1,34;0,44;49,82;20,24;7,51;3,80;4,95;1,15;0,41;0,77;7,57;-0,56;1,38;13,05;4,32;19,04;0,33;0,67;0,58;11,74;10,75;1.272.504,48;4,23;0,55;0,20;2.059.665.418,80
CSMG3;35,96;4,90;10,07;1,62;0,82;42,60;24,63;16,78;6,86;9,76;2,90;0,69;1,69;13,99;-0,98;1,57;16,13;8,19;8,78;0,51;0,49;0,49;8,84;12,48;39.616.163,22;22,15;3,57;-1,33;13.673.900.361,24
CSNA3;8,51;6,47;-5,00;0,81;0,11;26,35;10,30;-5,05;2,45;9,49;7,04;2,33;0,25;1,26;-0,17;1,35;-16,24;-2,23;4,28;0,14;0,83;0,44;11,42;;36.417.272,00;10,49;-1,70;-0,02;11.285.059.488,97
CSRN3;13,60;;3,66;1,28;0,36;30,20;25,11;15,59;2,27;4,88;2,61;1,46;0,57;7,63;-0,47;1,26;34,89;9,82;20,56;0,28;0,72;0,63;7,94;17,89;0,00;10,67;3,72;0,30;2.273.440.192,00
CSRN5;15,10;;4,06;1,42;0,40;30,20;25,11;15,59;2,52;4,88;2,61;1,46;0,63;8,47;-0,52;1,26;34,89;9,82;20,56;0,28;0,72;0,63;7,94;17,89;0,00;10,67;3,72;0,34;2.273.440.192,00
CSRN6;15,50;;4,17;1,45;0,41;30,20;25,11;15,59;2,59;4,88;2,61;1,46;0,65;8,69;-0,53;1,26;34,89;9,82;20,56;0,28;0,72;0,63;7,94;17,89;0,00;10,67;3,72;0,35;2.273.440.192,00
CSUD3;17,34;6,51;7,83;1,47;1,02;42,12;21,60;15,64;5,67;5,51;-0,16;-0,04;1,22;19,90;-1,44;1,22;18,78;13,06;13,04;0,70;0,30;0,84;5,53;28,11;347.801,91;11,80;2,22;-4,06;724.812.000,00
CTAX3;1,19;;-0,23;0,30;0,03;13,46;-7,27;-33,82;-1,06;-6,02;-4,96;1,43;0,08;-0,11;-0,03;0,38;-133,85;-12,42;-9,42;0,09;0,91;0,37;-15,50;;4.531,79;3,90;-5,23;0,00;31.785.323,64
CTCA3;0,00;;0,00;0,00;0,00;66,73;30,80;43,15;0,00;-3,40;-3,40;-0,41;0,00;0,00;0,00;5,53;16,79;13,06;9,75;0,78;0,22;0,30;11,54;57,69;;3,51;0,59;0,00;0,00
CTKA3;36,00;;1,88;6,29;0,31;46,04;13,47;16,19;2,26;5,98;3,75;10,41;0,30;1,02;-0,93;1,87;334,31;16,65;16,46;0,05;0,95;1,03;15,69;;7.200,00;5,72;19,13;0,01;220.066.529,00
CTKA4;35,00;;1,83;6,12;0,30;46,04;13,47;16,19;2,20;5,98;3,75;10,41;0,30;0,99;-0,90;1,87;334,31;16,65;16,46;0,05;0,95;1,03;15,69;;28.952,80;5,72;19,13;0,01;220.066.529,00
CTNM3;7,13;;-0,46;-0,58;0,07;-7,79;-78,50;-74,73;-0,44;-2,70;-2,48;;0,34;-0,12;-0,09;0,24;-126,34;-15,80;-81,07;-0,13;1,22;0,21;-15,32;;0,00;-12,27;-15,50;0,02;113.580.609,02
CTNM4;0,86;;-0,06;-0,07;0,01;-7,79;-78,50;-74,73;-0,05;-2,70;-2,48;;0,04;-0,01;-0,01;0,24;-126,34;-15,80;-81,07;-0,13;1,22;0,21;-15,32;;0,00;-12,27;-15,50;0,00;113.580.609,02
CTSA3;2,30;;-0,13;0,11;0,02;-72,76;-140,51;-191,17;-0,17;-2,50;-2,32;1,50;0,24;-0,07;-0,03;0,33;-88,09;-19,38;-25,55;0,22;0,78;0,10;-25,55;;616,29;20,51;-18,07;0,00;15.999.248,50
CTSA4;2,30;;-0,13;0,11;0,02;-72,76;-140,51;-191,17;-0,17;-2,50;-2,32;1,50;0,24;-0,07;-0,03;0,33;-88,09;-19,38;-25,55;0,22;0,78;0,10;-25,55;;2.390,76;20,51;-18,07;0,00;15.999.248,50
CTSA8;0,00;;0,00;0,00;0,00;-72,76;-140,51;-191,17;0,00;-2,50;-2,32;1,50;0,00;0,00;0,00;0,33;-88,09;-19,38;-25,55;0,22;0,78;0,10;-25,55;;;20,51;-18,07;0,00;15.999.248,50
CURY3;31,11;5,85;11,54;6,83;1,75;39,14;22,18;16,90;8,80;8,58;-0,22;-0,17;1,95;5,77;-4,17;2,10;59,14;15,17;31,96;0,26;0,70;0,90;30,96;37,48;41.984.953,74;4,56;2,69;0,33;9.080.233.987,68
CVCB3;1,73;;-9,03;1,94;0,24;95,23;9,09;-6,83;6,78;8,40;1,62;0,46;0,62;-2,78;-0,59;0,87;-21,49;-2,67;10,89;0,12;0,88;0,39;-4,20;;12.111.393,57;0,89;-0,19;0,17;909.272.597,81
CXSE3;14,65;8,01;10,14;3,30;3,05;;;;9,26;9,03;-0,23;-0,08;;68,95;-3,46;1,59;32,52;30,05;30,60;0,92;0,08;0,00;;23,06;40.111.207,13;4,44;1,44;0,37;43.950.000.000,00
CYRE3;29,04;3,68;6,62;1,14;0,48;32,58;23,51;19,60;5,52;7,31;1,79;0,37;1,30;1,20;-1,09;3,36;17,22;7,20;10,23;0,42;0,54;0,37;15,17;32,29;111.638.585,61;25,48;4,39;0,15;11.151.360.000,00
DASA3;1,30;;-1,35;0,21;0,08;27,68;9,06;-8,70;1,29;6,48;5,18;0,86;0,12;1,11;-0,11;1,37;-15,91;-5,99;4,25;0,38;0,62;0,69;28,55;;1.157.935,57;6,07;-0,97;-0,06;1.631.509.162,40
DESK3;14,25;0,26;20,58;1,19;0,41;61,68;30,39;6,85;4,63;7,78;3,15;0,81;1,41;3,58;-0,54;1,93;5,79;2,01;9,87;0,35;0,65;0,29;;;4.142.617,61;11,96;0,69;-0,92;1.651.677.386,25
DEXP3;7,89;6,67;5,22;0,85;0,55;16,76;11,44;7,56;3,45;3,49;0,04;0,01;0,39;1,19;-1,54;3,52;16,28;10,47;13,82;0,64;0,36;1,38;17,81;45,94;400.655,35;9,28;1,51;50,98;862.230.061,62
DEXP4;7,85;6,85;5,20;0,85;0,54;16,76;11,44;7,56;3,44;3,49;0,04;0,01;0,39;1,18;-1,53;3,52;16,28;10,47;13,82;0,64;0,36;1,38;17,81;45,94;31.782,73;9,28;1,51;50,72;862.230.061,62
DIRR3;14,81;7,36;11,17;3,50;0,67;37,81;22,06;18,19;9,21;9,20;-0,01;0,00;2,03;2,23;-1,22;2,93;31,32;5,97;16,48;0,19;0,79;0,33;18,09;47,02;38.742.763,65;4,23;1,33;0,23;7.708.605.000,00
DMMO3;1,76;;3,09;0,41;0,02;45,67;4,75;3,87;2,52;2,52;;;0,12;4,72;-0,02;;13,29;0,62;;0,05;0,95;0,16;51,46;;;4,29;0,57;0,01;949.254.731,04
DMVF3;4,70;;12,24;0,26;0,13;29,30;2,65;0,81;3,73;3,77;0,05;0,00;0,10;5,16;-0,19;1,08;2,15;1,03;6,44;0,48;0,52;1,27;353,03;;243.733,70;17,83;0,38;-0,44;237.833.357,40
DOHL3;6,50;0,15;-2.341,40;0,71;0,50;18,37;-2,31;-0,03;-34,24;-34,94;-4,44;0,09;0,79;1,05;-1,15;5,91;-0,03;-0,02;-1,75;0,70;0,30;0,63;4,67;;2.557,00;9,12;0,00;24,19;437.903.591,40
DOHL4;3,96;0,25;-1.426,45;0,43;0,30;18,37;-2,31;-0,03;-20,86;-34,94;-4,44;0,09;0,48;0,64;-0,70;5,91;-0,03;-0,02;-1,75;0,70;0,30;0,63;4,67;;4.865,95;9,12;0,00;14,74;437.903.591,40
DOTZ3;7,89;;136,15;-0,43;0,47;82,47;8,52;0,44;6,97;10,09;3,12;;0,59;-0,58;-0,91;0,37;-0,31;0,35;-6,49;-1,11;2,11;0,80;3,90;;42.663,61;-18,42;0,06;-1,34;105.110.406,42
DTCY3;2,70;;-34,43;44,66;4,92;29,04;-5,43;-13,20;-83,72;-149,25;9,66;-5,15;4,55;12,96;-57,46;1,71;-129,72;-14,29;-53,34;0,11;0,89;1,08;-12,65;;273,00;0,06;-0,08;0,43;57.048.288,20
DTCY4;62,60;;-798,18;1.035,38;114,04;29,04;-5,43;-13,20;-1.940,97;-149,25;9,66;-5,15;105,39;300,48;-1.332,33;1,71;-129,72;-14,29;-53,34;0,11;0,89;1,08;-12,65;;;0,06;-0,08;9,92;57.048.288,20
DXCO3;5,00;1,07;21,31;0,60;0,23;25,33;10,44;2,31;4,72;10,64;5,92;0,76;0,49;4,59;-0,31;1,22;2,83;1,07;5,42;0,38;0,61;0,46;10,44;-13,84;11.074.301,96;8,30;0,23;-0,33;4.102.831.230,00
EALT3;12,30;1,55;3,19;0,83;0,44;26,60;17,82;14,73;2,63;3,30;0,82;0,26;0,47;7,19;-0,73;1,18;26,11;13,77;18,53;0,53;0,47;0,93;13,53;38,80;7.394,71;14,78;3,86;0,06;260.685.000,00
EALT4;11,04;1,90;2,86;0,75;0,39;26,60;17,82;14,73;2,36;3,30;0,82;0,26;0,42;6,45;-0,66;1,18;26,11;13,77;18,53;0,53;0,47;0,93;13,53;38,80;120.992,96;14,78;3,86;0,06;260.685.000,00
ECOR3;7,64;4,04;7,04;1,41;0,16;39,40;35,59;7,21;1,43;6,77;5,35;5,28;0,51;-3,28;-0,19;0,72;19,99;2,31;11,00;0,12;0,88;0,32;20,09;;20.789.310,17;5,43;1,08;-0,73;5.319.993.471,36
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
EEEL3;294,77;;5,28;0,98;0,34;53,98;47,92;24,01;2,65;5,81;3,15;1,16;1,27;7,51;-0,41;1,33;18,48;6,34;12,34;0,34;0,66;0,26;13,69;6,47;;301,94;55,81;-0,80;2.840.511.499,76
EEEL4;410,00;;7,35;1,36;0,47;53,98;47,92;24,01;3,68;5,81;3,15;1,16;1,76;10,45;-0,57;1,33;18,48;6,34;12,34;0,34;0,66;0,26;13,69;6,47;;301,94;55,81;-1,11;2.840.511.499,76
EGIE3;39,81;5,19;10,80;2,64;0,61;50,13;53,16;25,27;5,13;8,52;3,39;1,74;2,73;12,47;-0,73;1,42;24,44;5,64;13,98;0,23;0,75;0,22;2,73;5,43;31.222.355,22;15,09;3,69;-0,35;32.482.083.329,40
EKTR3;46,00;10,38;9,25;3,82;0,73;27,89;22,83;10,08;4,08;7,13;3,12;2,92;0,93;14,38;-0,98;1,24;41,32;7,84;19,82;0,19;0,81;0,78;6,61;14,26;0,00;12,04;4,98;-2,57;8.760.108.750,50
EKTR4;44,50;11,81;8,94;3,70;0,70;27,89;22,83;10,08;3,95;7,13;3,12;2,92;0,90;13,91;-0,95;1,24;41,32;7,84;19,82;0,19;0,81;0,78;6,61;14,26;19.375,35;12,04;4,98;-2,48;8.760.108.750,50
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;53,04;6,63;18,46;1,03;0,45;45,23;42,34;15,18;6,62;8,85;2,19;0,34;2,80;5,28;-0,54;1,86;5,59;2,41;9,49;0,43;0,57;0,16;7,70;-9,12;282.862.765,26;51,42;2,87;0,38;123.292.938.929,14
ELET5;78,75;5,32;27,41;1,53;0,66;45,23;42,34;15,18;9,83;8,85;2,19;0,34;4,16;7,85;-0,81;1,86;5,59;2,41;9,49;0,43;0,57;0,16;7,70;-9,12;7.837,50;51,42;2,87;0,56;123.292.938.929,14
ELET6;56,05;6,90;19,51;1,09;0,47;45,23;42,34;15,18;7,00;8,85;2,19;0,34;2,96;5,58;-0,58;1,86;5,59;2,41;9,49;0,43;0,57;0,16;7,70;-9,12;57.525.858,17;51,42;2,87;0,40;123.292.938.929,14
ELMD3;31,00;0,64;39,74;4,53;1,39;49,42;24,62;8,95;14,44;17,04;2,60;0,82;3,55;10,24;-2,04;1,76;11,40;3,51;9,18;0,31;0,63;0,39;32,00;51,88;704.100,00;6,85;0,78;8,29;4.455.057.771,00
ELPL3;8,31;;2,40;0,42;0,08;18,31;13,47;4,83;0,86;4,14;3,28;1,62;0,12;-0,74;-0,11;0,66;17,63;3,46;17,05;0,20;0,80;0,72;6,92;5,89;;19,62;3,46;0,13;2.485.315.360,74
EMAE3;150,00;;83,03;4,39;2,52;37,65;1,62;10,67;546,93;270,73;-24,41;-0,20;8,86;10,09;-3,57;6,96;5,28;3,04;-1,42;0,58;0,42;0,28;7,20;-6,35;0,00;34,18;1,81;-1,51;2.990.712.093,00
EMAE4;35,29;;19,54;1,03;0,59;37,65;1,62;10,67;128,67;270,73;-24,41;-0,20;2,08;2,37;-0,84;6,96;5,28;3,04;-1,42;0,58;0,42;0,28;7,20;-6,35;399.840,22;34,18;1,81;-0,36;2.990.712.093,00
EMBR3;80,80;0,09;27,98;3,29;0,91;18,57;11,14;5,37;13,49;14,65;1,17;0,28;1,50;6,82;-1,97;1,33;11,75;3,25;13,29;0,28;0,70;0,60;27,61;;237.626.328,83;24,57;2,89;2,36;59.829.575.555,20
ENAT3;21,80;;10,29;1,29;0,46;24,54;56,10;25,34;4,65;5,12;0,47;0,13;2,61;1,31;-0,85;3,90;12,53;4,43;8,60;0,35;0,65;0,17;11,74;5,75;201.679.399,00;16,91;2,12;0,01;5.785.005.265,20
ENBR3;24,08;5,18;6,26;1,13;0,37;25,53;21,00;11,84;3,53;5,96;2,43;0,78;0,74;2,21;-0,70;1,54;18,09;5,89;14,13;0,33;0,64;0,50;2,76;10,81;;21,26;3,85;0,26;13.994.459.653,44
ENEV3;16,50;;-148,65;1,64;0,60;30,95;17,72;-1,40;11,73;17,35;5,62;0,79;2,08;12,03;-0,72;1,42;-1,10;-0,40;5,98;0,37;0,61;0,29;29,41;;233.991.035,26;10,06;-0,11;1,10;31.960.065.357,00
ENGI11;48,87;5,93;6,55;1,23;0,28;25,14;17,94;9,73;3,55;8,17;4,62;1,60;0,64;6,70;-0,36;1,23;18,74;4,30;9,65;0,23;0,71;0,44;11,12;49,62;74.347.686,83;39,81;7,46;0,16;22.376.836.656,16
ENGI3;12,96;4,48;8,69;1,63;0,37;25,14;17,94;9,73;4,71;8,17;4,62;1,60;0,85;8,88;-0,48;1,23;18,74;4,30;9,65;0,23;0,71;0,44;11,12;49,62;63.913,39;7,96;1,49;0,21;22.376.836.656,16
ENGI4;8,96;6,47;6,01;1,13;0,26;25,14;17,94;9,73;3,26;8,17;4,62;1,60;0,58;6,14;-0,33;1,23;18,74;4,30;9,65;0,23;0,71;0,44;11,12;49,62;40.826,74;7,96;1,49;0,15;22.376.836.656,16
ENJU3;0,90;;-8,90;0,60;0,44;56,11;-10,79;-7,80;-6,44;0,49;6,93;-0,65;0,69;1,15;-1,03;2,95;-6,77;-4,92;-10,05;0,73;0,27;0,63;37,65;;435.409,09;1,49;-0,10;0,14;184.516.191,00
ENMA3B;50,49;;9,71;1,96;0,73;28,31;18,54;12,94;6,78;;2,54;0,73;1,26;11,60;-0,97;1,34;20,20;7,54;14,17;0,37;0,63;0,58;10,37;5,70;;25,74;5,20;0,72;
ENMA6B;83,99;;16,15;3,26;1,22;28,31;18,54;12,94;11,27;;2,54;0,73;2,09;19,30;-1,62;1,34;20,20;7,54;14,17;0,37;0,63;0,58;10,37;5,70;;25,74;5,20;1,20;
ENMT3;52,59;8,83;11,26;2,77;0,77;26,14;19,20;11,91;6,98;10,83;3,69;1,46;1,34;9,65;-1,04;1,45;24,58;6,87;13,81;0,28;0,72;0,58;10,74;11,47;18.264,95;19,00;4,67;-0,40;11.788.073.807,16
ENMT4;54,50;8,52;11,67;2,87;0,80;26,14;19,20;11,91;7,24;10,83;3,69;1,46;1,39;10,00;-1,08;1,45;24,58;6,87;13,81;0,28;0,72;0,58;10,74;11,47;11.802,23;19,00;4,67;-0,41;11.788.073.807,16
EPAR3;4,39;41,86;13,22;1,60;1,15;19,76;-119,83;169,30;-18,68;-17,82;0,86;-0,07;22,38;14,71;-1,30;3,21;12,07;8,70;-24,67;0,72;0,28;0,05;-44,69;-12,59;24.834,26;2,75;0,33;-0,08;65.237.893,52
EQPA3;5,63;11,70;6,85;2,66;0,69;28,86;20,98;15,66;5,11;7,03;1,92;1,00;1,07;-122,16;-1,02;0,98;38,85;10,13;20,45;0,26;0,74;0,65;14,19;31,09;24.474,39;2,12;0,82;-0,40;12.443.633.213,27
EQPA5;6,25;10,54;7,60;2,95;0,77;28,86;20,98;15,66;5,67;7,03;1,92;1,00;1,19;-135,62;-1,13;0,98;38,85;10,13;20,45;0,26;0,74;0,65;14,19;31,09;625,00;2,12;0,82;-0,44;12.443.633.213,27
EQPA6;7,10;9,28;8,64;3,36;0,87;28,86;20,98;15,66;6,45;7,03;1,92;1,00;1,35;-154,06;-1,28;0,98;38,85;10,13;20,45;0,26;0,74;0,65;14,19;31,09;7.118,00;2,12;0,82;-0,50;12.443.633.213,27
EQPA7;6,52;10,10;7,93;3,08;0,80;28,86;20,98;15,66;5,92;7,03;1,92;1,00;1,24;-141,48;-1,18;0,98;38,85;10,13;20,45;0,26;0,74;0,65;14,19;31,09;685,00;2,12;0,82;-0,46;12.443.633.213,27
EQTL3;35,68;2,21;12,26;1,60;0,38;27,54;20,36;7,38;4,45;8,98;4,54;1,63;0,91;9,12;-0,49;1,24;13,05;3,13;11,31;0,24;0,72;0,42;19,27;8,63;223.912.069,78;22,30;2,91;0,18;44.796.419.256,32
ESPA3;1,09;0,15;40,97;0,45;0,18;32,97;14,50;0,92;2,60;6,75;4,15;0,72;0,38;1,17;-0,33;1,48;1,10;0,43;8,63;0,39;0,61;0,47;9,72;-28,38;358.367,43;2,41;0,03;-0,23;393.951.141,94
ESTR3;5,10;;-1,59;-0,07;0,12;39,41;-3,79;-16,12;-6,77;-26,38;-18,84;;0,26;-0,05;-0,19;0,15;-4,38;-7,31;1,28;-1,67;2,67;0,45;6,61;;1.513,33;-73,28;-3,21;0,48;45.914.280,00
ESTR4;5,97;;-1,86;-0,08;0,14;39,41;-3,79;-16,12;-7,93;-26,38;-18,84;;0,30;-0,06;-0,22;0,15;-4,38;-7,31;1,28;-1,67;2,67;0,45;6,61;;1.433,20;-73,28;-3,21;0,57;45.914.280,00
ETER3;4,25;2,09;5,62;0,32;0,19;21,04;2,51;3,95;8,85;13,76;4,91;0,18;0,22;1,22;-0,32;1,65;5,65;3,44;-1,26;0,61;0,39;0,87;18,91;;192.196,74;13,38;0,76;-0,09;262.550.443,75
EUCA3;19,95;3,35;7,14;0,68;0,39;35,05;14,79;8,47;4,09;4,88;1,21;0,20;0,60;2,00;-0,62;2,11;9,49;5,45;10,01;0,57;0,43;0,64;13,37;31,55;8.951,20;29,45;2,79;-0,19;1.655.692.486,92
EUCA4;16,82;4,37;6,02;0,57;0,33;35,05;14,79;8,47;3,45;4,88;1,21;0,20;0,51;1,68;-0,52;2,11;9,49;5,45;10,01;0,57;0,43;0,64;13,37;31,55;386.307,17;29,45;2,79;-0,16;1.655.692.486,92
EVEN3;7,10;;-67,38;0,75;0,28;27,87;0,98;-1,41;97,14;110,99;13,85;0,11;0,95;0,46;-1,18;4,80;-1,11;-0,41;-0,22;0,37;0,58;0,29;2,43;;4.166.656,43;9,48;-0,11;0,63;1.420.000.000,00
