TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
GMAT3;4,49;5,48;5,37;0,99;0,43;22,50;6,68;5,14;4,13;4,71;0,59;0,14;0,28;1,69;-0,89;1,93;18,46;7,94;15,37;0,43;0,53;1,54;31,90;41,00;42.763.621,74;4,53;0,84;0,13;10.095.629.554,66
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;8,69;4,60;10,97;0,59;0,13;11,68;7,91;1,51;2,09;3,71;1,59;0,45;0,17;0,55;-0,21;2,71;5,42;1,20;6,15;0,22;0,37;0,80;11,07;19,81;942.186,95;14,62;0,79;-0,30;11.697.833.208,60
GOAU4;8,91;4,49;11,25;0,61;0,14;11,68;7,91;1,51;2,14;3,71;1,59;0,45;0,17;0,56;-0,22;2,71;5,42;1,20;6,15;0,22;0,37;0,80;11,07;19,81;64.356.976,79;14,62;0,79;-0,31;11.697.833.208,60
GOLL54;6,09;;-11.111,50;-3.573,94;2.089,15;25,21;0,19;-23,34;1.368.890,27;180.021,72;306,49;;2.593,74;-11.330,72;-3.042,34;0,63;-32,16;-18,80;1.551,17;-0,58;1,58;0,81;6,65;;474.037,00;0,00;0,00;-76,52;7.328.427.427.930,01
GPAR3;15,05;;-40,60;1,62;1,54;53,48;-314,84;-84,31;-10,87;-8,64;2,24;-0,33;34,23;3,44;-2,87;30,03;-4,00;-3,79;-22,51;0,95;0,05;0,04;-31,17;;1.505,00;9,27;-0,37;0,35;1.199.131.355,10
GPIV33;4,42;;-2,31;0,23;0,12;100,00;346,80;157,05;-1,04;0,25;1,29;-0,28;;0,89;-0,15;3,34;-9,85;-5,19;-13,20;0,53;0,14;-0,03;;;308.564,00;19,47;-1,92;0,01;299.388.200,54
GRAO3;0,00;;0,00;0,00;0,00;4,40;3,89;1,28;0,00;1,51;1,51;1,18;0,00;0,00;0,00;0,92;25,93;4,44;21,91;0,17;0,76;3,46;41,49;84,79;;1,82;0,47;0,00;0,00
GRND3;4,54;37,52;5,64;1,01;0,91;47,01;17,06;26,50;8,77;6,59;-2,18;-0,25;1,50;1,78;-2,32;6,07;17,92;16,04;9,10;0,90;0,10;0,61;4,88;7,96;32.025.412,79;4,49;0,80;0,55;4.095.806.400,00
GSHP3;4,00;;-0,03;-0,01;0,01;67,51;-49,01;-135,61;-0,08;-22,28;-22,19;;0,04;-0,07;-0,01;0,57;-19,49;-22,62;-16,27;-1,16;2,16;0,17;5,33;;1.555,38;-683,39;-133,21;0,00;7.715.076,00
GUAR3;8,66;1,36;9,84;0,78;0,32;60,17;8,76;4,27;4,79;5,72;0,93;0,15;0,42;1,54;-0,86;1,49;7,94;3,25;9,35;0,41;0,59;0,76;4,29;-5,78;35.674.407,05;11,09;0,88;0,09;4.330.504.341,08
HAGA3;1,72;;20,08;-0,41;0,29;20,71;-6,74;3,65;-10,88;7,32;15,62;;0,73;0,55;-2,79;2,46;-2,03;1,46;7,29;-0,72;1,72;0,40;4,63;-16,45;4.993,33;-4,22;0,09;-0,26;15.628.666,87
HAGA4;1,11;;12,96;-0,26;0,19;20,71;-6,74;3,65;-7,02;7,32;15,62;;0,47;0,36;-1,80;2,46;-2,03;1,46;7,29;-0,72;1,72;0,40;4,63;-16,45;4.412,12;-4,22;0,09;-0,17;15.628.666,87
HAPV3;14,56;;-23,59;0,15;0,10;13,55;4,95;-1,05;4,98;7,60;2,62;0,08;0,25;1,20;-0,12;1,98;-0,64;-0,42;2,35;0,65;0,35;0,40;38,69;;124.439.625,68;96,79;-0,62;0,54;7.318.305.671,04
HBOR3;2,52;4,01;8,13;0,23;0,05;33,32;15,76;3,70;1,91;10,54;8,64;1,05;0,30;0,27;-0,09;1,84;2,84;0,63;3,26;0,22;0,57;0,17;-0,32;;3.479.707,26;10,92;0,31;-0,37;337.304.701,44
HBRE3;3,53;33,02;40,17;0,19;0,07;62,35;129,87;4,18;1,29;6,55;5,25;0,76;1,68;2,00;-0,08;1,57;0,46;0,18;5,99;0,39;0,45;0,04;19,12;-45,80;2.726.148,32;18,97;0,09;-0,44;364.257.102,93
HBSA3;3,54;;-21,35;2,12;0,70;27,17;9,61;-12,42;27,60;42,33;14,73;1,13;2,65;3,41;-1,06;2,53;-9,92;-3,27;2,57;0,33;0,67;0,26;7,59;;9.887.065,53;1,67;-0,17;0,55;4.815.754.556,22
HBTS3;0,00;;0,00;0,00;0,00;28,39;23,87;58,63;0,00;;15,16;0,38;0,00;0,00;0,00;0,96;6,16;2,46;0,17;0,40;0,60;0,04;;;;72,38;4,46;0,00;
HBTS5;29,08;;6,52;0,40;0,16;28,39;23,87;58,63;16,01;;15,16;0,38;3,82;-59,39;-0,17;0,96;6,16;2,46;0,17;0,40;0,60;0,04;;;5.969,00;72,38;4,46;-0,08;
HBTS6;0,00;;0,00;0,00;0,00;28,39;23,87;58,63;0,00;;15,16;0,38;0,00;0,00;0,00;0,96;6,16;2,46;0,17;0,40;0,60;0,04;;;;72,38;4,46;0,00;
HETA3;96,00;;44,39;-0,14;3,90;100,00;87,49;23,91;12,13;84,91;80,42;;10,61;-22,18;-4,75;0,51;-0,32;8,78;-14,57;-27,86;28,86;0,37;30,24;-20,33;0,00;-686,42;2,16;1,19;18.129.013,00
HETA4;5,00;;2,31;-0,01;0,20;100,00;87,49;23,91;0,63;84,91;80,42;;0,55;-1,16;-0,25;0,51;-0,32;8,78;-14,57;-27,86;28,86;0,37;30,24;-20,33;2.881,60;-686,42;2,16;0,06;18.129.013,00
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-13,60;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50
HOOT3;0,00;;0,00;0,00;0,00;68,55;53,75;34,10;0,00;0,11;-0,35;;0,00;0,00;0,00;0,75;-216,14;12,73;-134,33;-0,06;1,12;0,37;12,34;;;-1,69;3,66;0,00;48.945.862,80
HOOT4;6,20;;1,70;-3,66;0,22;68,55;53,75;34,10;1,08;0,11;-0,35;;0,58;-3,16;-0,27;0,75;-216,14;12,73;-134,33;-0,06;1,12;0,37;12,34;;33.520,95;-1,69;3,66;-0,06;48.945.862,80
HYPE3;23,33;3,76;17,94;1,21;0,59;56,70;16,63;11,82;12,74;19,01;6,27;0,59;2,12;11,14;-0,78;1,27;6,72;3,28;1,22;0,49;0,51;0,28;17,70;-6,68;62.382.483,58;19,35;1,30;-0,38;14.777.707.800,59
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IFCM3;1,17;;-0,64;0,42;0,11;30,25;-2,45;-26,31;-6,84;-23,26;-16,42;1,01;0,17;0,47;-0,20;1,91;-65,71;-16,63;-4,96;0,25;0,75;0,63;50,42;;1.114.601,05;2,79;-1,83;0,01;141.872.989,05
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;;-520,56;312,87;0,00;220.074.791,04
IGSN3;0,00;;0,00;0,00;0,00;32,46;23,03;-15,96;0,00;16,08;16,08;3,31;0,00;0,00;0,00;1,13;-14,28;-2,79;2,63;0,20;0,80;0,18;23,90;;;6,32;-0,90;0,00;0,00
IGTA3;33,00;;9,74;1,37;0,82;70,54;76,22;48,74;6,23;6,95;0,73;0,16;4,75;3,81;-1,15;3,96;14,04;8,43;11,62;0,60;0,40;0,17;7,14;12,51;;24,13;3,39;1,09;5.444.903.277,00
IGTI11;25,31;2,67;17,59;2,19;1,08;73,91;76,88;40,57;9,28;8,05;1,96;0,46;7,14;6,94;-1,44;2,67;12,47;6,14;11,61;0,49;0,51;0,15;10,36;35,08;64.298.015,95;11,54;1,44;0,33;6.684.599.549,30
IGTI3;2,93;3,29;6,11;0,76;0,37;73,91;76,88;40,57;3,22;8,05;1,96;0,46;2,48;2,41;-0,50;2,67;12,47;6,14;11,61;0,49;0,51;0,15;10,36;35,08;150.941,37;3,85;0,48;0,12;6.684.599.549,30
IGTI4;11,40;2,54;23,77;2,96;1,46;73,91;76,88;40,57;12,54;8,05;1,96;0,46;9,64;9,38;-1,94;2,67;12,47;6,14;11,61;0,49;0,51;0,15;10,36;35,08;12.640,07;3,85;0,48;0,45;6.684.599.549,30
INEP3;1,59;;-0,18;-0,04;0,18;-33,65;-6.650,99;-10.578,39;-0,29;-3,67;-3,40;;19,28;-0,08;-0,27;0,13;-23,84;-96,97;31,53;-4,07;5,07;0,01;-19,65;;74.039,26;-36,59;-8,72;0,00;72.655.775,53
INEP4;1,18;;-0,14;-0,03;0,13;-33,65;-6.650,99;-10.578,39;-0,22;-3,67;-3,40;;14,31;-0,06;-0,20;0,13;-23,84;-96,97;31,53;-4,07;5,07;0,01;-19,65;;53.477,79;-36,59;-8,72;0,00;72.655.775,53
INNT3;0,00;;0,00;0,00;0,00;35,97;24,12;18,53;0,00;2,17;2,17;1,33;0,00;0,00;0,00;1,23;46,95;8,35;24,05;0,18;0,82;0,45;10,46;21,68;;3,04;1,43;0,00;0,00
INTB3;11,60;12,09;8,04;1,20;0,68;29,64;9,41;10,32;8,82;8,34;-0,48;-0,07;0,83;1,53;-2,57;2,54;14,99;8,45;8,87;0,56;0,43;0,82;22,88;20,07;33.822.768,00;9,63;1,44;-0,41;3.800.288.876,00
IRBR3;52,36;;8,01;0,80;0,27;12,06;11,57;9,60;6,64;6,64;;;0,77;1,88;-0,46;1,56;10,05;3,42;;0,34;0,66;0,36;-1,73;-15,05;42.572.199,26;65,09;6,54;2,36;4.285.293.510,96
ISAE3;34,00;9,67;7,66;1,07;0,49;40,72;45,74;32,78;5,49;7,83;3,04;0,59;2,51;4,09;-0,58;4,46;13,99;6,41;11,18;0,46;0,53;0,20;19,24;10,66;73.370,16;31,73;4,44;-0,66;19.555.318.774,80
ISAE4;26,90;12,22;6,06;0,85;0,39;40,72;45,74;32,78;4,34;7,83;3,04;0,59;1,99;3,23;-0,46;4,46;13,99;6,41;11,18;0,46;0,53;0,20;19,24;10,66;63.770.970,11;31,73;4,44;-0,52;19.555.318.774,80
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;12,11;14,32;8,54;1,47;1,20;23,52;213,64;193,63;7,74;7,78;0,25;0,05;16,53;25,79;-1,31;2,18;17,22;14,03;16,30;0,81;0,15;0,07;10,46;9,06;3.699.427,53;8,24;1,42;0,64;132.264.922.333,11
ITSA4;11,63;15,01;8,20;1,41;1,15;23,52;213,64;193,63;7,43;7,78;0,25;0,05;15,87;24,77;-1,26;2,18;17,22;14,03;16,30;0,81;0,15;0,07;10,46;9,06;351.293.315,79;8,24;1,42;0,62;132.264.922.333,11
ITUB3;36,31;12,98;9,14;1,86;0,13;34,81;12,69;11,26;8,11;8,43;;;1,03;-1,78;-0,14;0,13;20,37;1,47;;0,07;0,92;0,13;11,68;10,06;48.681.617,58;19,49;3,97;0,75;415.747.538.812,12
ITUB4;39,15;12,04;9,86;2,01;0,15;34,81;12,69;11,26;8,75;8,43;;;1,11;-1,92;-0,15;0,13;20,37;1,47;;0,07;0,92;0,13;11,68;10,06;879.116.502,63;19,49;3,97;0,81;415.747.538.812,12
JALL3;2,79;;-10,28;0,42;0,12;11,80;2,73;-3,24;12,21;59,87;47,66;1,65;0,33;0,68;-0,18;2,19;-4,11;-1,15;-1,38;0,28;0,72;0,36;21,27;;3.145.851,42;6,60;-0,27;0,06;846.881.800,56
JBSS3;71,85;4,18;5,41;1,35;0,27;13,74;5,04;2,44;2,62;6,35;3,73;1,93;0,13;1,78;-0,44;1,60;25,03;4,91;12,87;0,20;0,79;2,01;15,31;13,70;80.878.878,00;53,06;13,28;0,09;62.380.473.709,95
JFEN3;0,96;;-0,05;-0,14;0,02;-31,80;-97,90;-116,21;-0,06;-1,38;-1,33;;0,06;0,05;-0,16;1,66;-288,39;-34,24;-235,66;-0,12;1,25;0,29;-0,91;;17.982,79;-6,94;-20,03;0,00;12.290.635,20
JHSF3;7,84;4,37;4,13;0,85;0,34;61,76;92,85;65,96;2,93;4,88;1,94;0,56;2,72;1,57;-0,52;2,80;20,57;8,26;12,72;0,40;0,57;0,13;20,35;32,04;30.008.416,79;9,23;1,90;0,04;5.341.570.407,04
JOPA3;20,11;3,15;25,05;0,35;0,09;22,31;4,41;0,43;2,43;7,65;5,21;0,75;0,11;0,23;-0,34;2,31;1,39;0,38;3,73;0,27;0,66;0,88;12,67;-4,49;2.011,00;57,65;0,80;-0,33;213.322.301,23
JOPA4;24,00;2,90;29,90;0,42;0,11;22,31;4,41;0,43;2,90;7,65;5,21;0,75;0,13;0,28;-0,41;2,31;1,39;0,38;3,73;0,27;0,66;0,88;12,67;-4,49;0,00;57,65;0,80;-0,40;213.322.301,23
JSLG3;6,06;31,54;18,45;0,95;0,14;15,90;11,71;0,97;1,53;7,29;5,76;3,56;0,18;0,80;-0,22;1,88;5,13;0,76;10,03;0,15;0,85;0,78;23,90;-16,07;9.509.719,00;6,41;0,33;-0,29;1.735.772.332,68
KEPL3;9,88;8,47;12,51;2,35;1,14;25,38;13,44;9,14;8,52;8,46;-0,06;-0,02;1,14;3,61;-3,31;1,94;18,77;9,14;13,10;0,49;0,51;1,00;22,47;30,44;18.474.084,11;4,21;0,79;-0,29;1.775.634.884,40
KLBN11;19,09;8,89;12,89;2,33;0,38;38,34;23,31;8,89;4,91;10,30;5,38;2,55;1,15;2,72;-0,52;2,12;18,06;2,97;7,93;0,16;0,76;0,33;13,85;22,30;123.702.602,32;8,20;1,48;-1,24;23.829.966.249,30
KLBN3;3,82;8,88;12,90;2,33;0,38;38,34;23,31;8,89;4,92;10,30;5,38;2,55;1,15;2,72;-0,52;2,12;18,06;2,97;7,93;0,16;0,76;0,33;13,85;22,30;5.101.202,26;1,64;0,30;-1,24;23.829.966.249,30
KLBN4;3,81;8,91;12,86;2,32;0,38;38,34;23,31;8,89;4,90;10,30;5,38;2,55;1,14;2,72;-0,52;2,12;18,06;2,97;7,93;0,16;0,76;0,33;13,85;22,30;15.121.205,21;1,64;0,30;-1,23;23.829.966.249,30
KRSA3;8,87;;-2,03;1,20;0,14;19,71;12,45;-14,41;2,35;12,58;10,23;5,20;0,29;1,33;-0,20;1,48;-58,89;-6,79;6,55;0,12;0,87;0,47;38,69;;0,00;7,41;-4,36;-0,01;685.959.729,22
LAME3;6,60;;21,15;1,91;0,28;32,90;4,35;2,27;11,03;16,86;5,87;1,01;0,48;1,20;-0,66;1,72;9,02;1,34;3,37;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,97;12.391.135.396,59
LAME4;6,57;;21,06;1,90;0,28;32,90;4,35;2,27;10,98;16,86;5,87;1,01;0,48;1,19;-0,65;1,72;9,02;1,34;3,37;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,75;12.391.135.396,59
LAND3;8,83;0,82;-90,54;1,30;1,00;95,13;-10,01;-10,41;-94,07;-98,96;-4,89;0,07;9,42;-78,62;-1,06;0,82;-1,44;-1,10;-5,10;0,76;0,24;0,11;13,88;;500.313,74;6,78;-0,10;0,67;849.684.074,46
LAVV3;15,74;13,12;7,16;1,99;0,77;35,50;28,05;23,77;6,07;6,23;0,16;0,05;1,70;1,38;-3,44;3,52;27,83;10,69;16,77;0,38;0,55;0,45;51,55;57,55;8.811.938,95;7,89;2,20;0,19;3.076.136.700,48
LCAM3;24,15;;8,39;1,13;0,79;21,34;14,36;18,40;10,75;8,49;-2,27;-0,24;1,54;2,97;-1,15;6,45;13,49;9,38;-11,87;0,70;0,18;0,51;12,12;34,05;;21,32;2,88;0,11;12.285.815.275,65
LEVE3;33,50;8,13;7,78;5,18;1,15;26,66;16,29;10,80;5,16;6,20;1,04;1,04;0,84;7,56;-3,19;1,31;66,51;14,81;22,93;0,22;0,78;1,37;12,53;17,63;9.476.628,95;6,47;4,30;-28,71;4.540.556.500,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;4,72;;0,77;0,31;0,07;16,53;9,03;15,36;1,30;6,41;5,10;1,23;0,12;-30,41;-0,09;0,99;40,83;8,92;6,30;0,22;0,78;0,58;2,13;11,57;6.577.009,74;15,09;6,16;0,00;1.758.461.129,28
LINX3;37,40;;-90,95;4,38;2,74;68,70;-4,79;-8,67;-164,48;-159,30;5,18;-0,14;7,88;11,96;-4,82;2,14;-4,81;-3,02;-2,23;0,63;0,37;0,35;14,30;;;8,55;-0,41;0,13;7.083.895.104,00
LIPR3;36,01;1,99;16,64;1,82;1,71;;;;19,65;16,43;-3,21;-0,30;;6,65;-2,46;6,18;10,96;10,25;7,90;0,94;0,06;0,00;;;3.601,00;19,74;2,16;0,37;423.653.652,89
LJQQ3;2,10;;-3,85;0,97;0,12;33,31;1,34;-4,09;11,72;12,50;0,77;0,06;0,16;0,42;-0,43;1,64;-25,21;-3,08;3,10;0,12;0,88;0,75;14,68;;5.143.255,32;2,17;-0,55;0,01;434.526.252,30
LOGG3;25,35;15,64;5,80;0,58;0,31;97,55;246,31;160,33;3,78;7,05;3,28;0,50;9,30;7,20;-0,38;1,32;10,02;5,36;8,32;0,54;0,46;0,03;11,41;33,60;12.118.578,84;43,62;4,37;0,28;2.227.229.553,90
LOGN3;33,60;;29,61;3,38;0,90;16,18;13,29;4,06;9,03;12,59;3,56;1,33;1,20;28,21;-1,24;1,13;11,42;3,05;10,01;0,27;0,73;0,75;21,58;61,36;1.527.448,58;9,93;1,13;-0,06;3.605.497.929,60
LPSB3;1,67;12,64;6,09;0,95;0,60;78,84;23,39;19,46;5,07;3,27;-1,80;-0,34;1,19;3,49;-0,88;2,13;15,55;9,77;11,21;0,63;0,39;0,50;5,45;;484.103,84;1,76;0,27;0,03;246.416.233,77
LREN3;13,38;6,27;9,68;1,33;0,73;61,41;10,67;8,92;8,09;7,33;-0,76;-0,12;0,86;2,94;-1,74;1,76;13,72;7,59;14,06;0,55;0,45;0,85;8,53;4,84;306.472.269,47;10,07;1,38;0,77;13.471.587.371,10
LTEL3B;86,61;1,67;35,43;4,76;4,60;;;;36,84;36,55;-0,29;-0,04;;429,66;-4,81;1,32;13,43;12,99;12,68;0,97;0,03;0,00;;11,79;;18,20;2,44;-0,95;18.664.056.853,83
LUPA3;0,93;;-4,26;0,38;0,09;16,84;7,91;-14,80;7,97;39,41;31,45;1,51;0,63;-1,52;-0,12;0,82;-9,00;-2,09;0,48;0,23;0,77;0,14;30,38;;132.645,21;2,43;-0,22;0,04;43.419.555,42
LUXM3;0,00;;0,00;0,00;0,00;31,14;16,43;27,07;0,00;3,97;-0,15;-0,02;0,00;0,00;0,00;1,99;24,85;17,88;9,29;0,72;0,28;0,66;2,77;26,26;;4,03;1,00;0,00;104.328.000,00
LUXM4;4,50;5,16;4,49;1,12;0,80;31,14;16,43;27,07;7,40;3,97;-0,15;-0,02;1,22;8,01;-1,01;1,99;24,85;17,88;9,29;0,72;0,28;0,66;2,77;26,26;25.419,11;4,03;1,00;0,02;104.328.000,00
LWSA3;4,12;1,26;-8,53;0,96;0,65;46,91;-20,50;-18,67;-7,77;-6,77;1,00;-0,12;1,59;9,39;-1,01;1,24;-11,26;-7,63;-20,49;0,68;0,32;0,41;28,85;;12.907.296,00;4,29;-0,48;0,00;2.342.472.762,00
MAPT3;3,00;;-26,01;-0,42;3,57;;;;-26,01;-28,20;0,00;;;-393,81;-3,57;0,00;-1,63;-13,71;1,63;-8,41;9,41;0,00;;;1.800,00;-7,08;-0,12;0,65;2.988.905,00
MAPT4;3,50;;-30,34;-0,49;4,16;;;;-30,34;-28,20;0,00;;;-459,45;-4,16;0,00;-1,63;-13,71;1,63;-8,41;9,41;0,00;;;526,33;-7,08;-0,12;0,76;2.988.905,00
MATD3;5,15;4,38;21,13;1,17;0,39;28,99;14,57;3,87;5,61;7,94;2,32;0,49;0,82;1,67;-0,61;2,92;5,56;1,85;7,89;0,33;0,66;0,48;24,89;-10,05;1.162.956,05;4,39;0,24;-0,17;1.717.776.448,75
MBRF3;19,64;14,31;9,92;2,32;0,21;12,48;3,39;1,76;5,15;13,74;8,60;3,88;0,17;6,27;-0,33;1,09;23,42;2,07;2,41;0,09;0,89;1,18;25,01;67,15;156.785.470,21;8,45;1,98;0,01;28.235.335.269,68
MDIA3;23,86;2,98;11,92;0,97;0,62;32,63;7,61;6,65;10,41;9,55;-0,86;-0,08;0,79;2,24;-1,20;2,33;8,17;5,19;6,50;0,64;0,36;0,78;9,62;4,03;9.849.135,37;24,50;2,00;-0,73;8.088.540.000,00
MDNE3;23,00;23,28;5,52;1,08;0,36;35,24;18,10;17,51;5,34;6,02;0,67;0,14;0,97;1,10;-0,70;2,91;19,53;6,44;11,99;0,33;0,67;0,37;30,95;;25.131.580,42;21,33;4,16;0,12;1.952.915.625,00
MEAL3;1,25;;-2,46;0,40;0,16;33,74;1,37;-7,31;13,10;22,79;9,69;0,29;0,18;-3,07;-0,19;0,77;-16,18;-6,38;-0,55;0,39;0,61;0,87;6,77;;351.337,53;3,15;-0,51;-0,06;358.345.675,00
MELK3;3,80;14,75;6,64;0,71;0,29;24,77;9,65;9,80;6,74;8,04;1,29;0,14;0,65;0,65;-1,09;2,60;10,75;4,38;4,67;0,41;0,54;0,45;12,82;21,01;3.048.181,47;5,32;0,57;0,16;783.823.495,80
MERC3;15,28;;17,12;1,04;0,98;91,73;54,29;32,04;10,11;9,35;;;5,49;21,07;-1,03;;6,09;5,72;;0,94;0,06;0,18;-2,99;15,25;1.528,00;14,66;0,89;0,20;579.384.172,54
MERC4;12,50;;14,01;0,85;0,80;91,73;54,29;32,04;8,27;9,35;;;4,49;17,24;-0,84;;6,09;5,72;;0,94;0,06;0,18;-2,99;15,25;4.736,40;14,66;0,89;0,16;579.384.172,54
MGEL3;74,10;;48,62;13,84;0,57;12,32;6,40;0,85;6,48;10,87;8,22;17,55;0,41;5,50;-1,01;1,32;28,47;1,18;8,04;0,04;0,96;1,38;11,25;;0,00;5,35;1,52;-0,04;175.292.721,85
MGEL4;5,95;;3,90;1,11;0,05;12,32;6,40;0,85;0,52;10,87;8,22;17,55;0,03;0,44;-0,08;1,32;28,47;1,18;8,04;0,04;0,96;1,38;11,25;;6.722,63;5,35;1,52;0,00;175.292.721,85
MGLU3;8,83;3,46;18,63;0,61;0,18;30,65;4,72;0,96;3,79;6,20;2,41;0,39;0,18;1,72;-0,38;1,26;3,30;0,99;6,85;0,30;0,70;1,03;13,85;-16,79;200.776.134,11;14,38;0,47;39,49;6.851.594.438,30
MILS3;14,00;3,31;11,00;1,95;0,73;63,07;33,83;16,76;5,45;7,76;2,30;0,83;1,84;3,00;-1,18;2,78;17,75;6,65;10,62;0,37;0,62;0,40;29,09;;17.147.955,63;7,17;1,27;4,10;3.278.494.898,00
MLAS3;1,31;;-20,89;0,35;0,20;24,38;2,18;-1,38;13,25;13,63;0,38;0,01;0,29;0,59;-0,67;1,99;-1,70;-0,97;0,77;0,57;0,43;0,70;12,16;;1.889.149,37;3,70;-0,06;0,24;1.074.906.384,75
MMXM3;14,00;;-2,17;-0,11;0,71;;;;-181,31;-719,57;-538,27;;;-0,10;-0,75;0,01;-4,97;-32,75;0,28;-6,58;7,60;0,00;-6,95;;;-129,88;-6,46;0,03;90.834.562,00
MNDL3;16,00;;-6,52;1,15;0,11;36,89;12,25;-2,44;1,30;5,51;4,22;3,75;0,16;-0,96;-0,19;0,78;-17,71;-1,70;16,21;0,10;0,90;0,70;14,83;;96.773,87;13,87;-2,46;0,00;158.736.640,00
MNPR3;4,68;;0,64;1,65;0,75;28,87;45,58;121,70;1,70;1,09;-0,61;-0,59;0,78;2,13;-1,60;3,01;258,34;118,03;9,10;0,46;0,54;0,97;8,54;;182.360,79;2,84;7,33;0,00;332.284.680,00
MOAR3;63,79;70,35;24,51;0,85;0,35;;;;-12,22;-5,42;6,80;-0,47;;0,80;-0,90;3,60;3,45;1,44;-9,19;0,42;0,58;0,00;;-20,45;185.736,00;75,49;2,60;-0,29;781.505.387,59
MODL11;8,46;;-27,27;1,66;0,27;50,83;-5,11;-5,48;-29,26;-29,26;;;1,50;-0,63;-0,30;0,20;-6,10;-0,97;;0,16;0,84;0,18;;;;5,09;-0,31;0,17;1.985.844.000,00
MODL3;3,08;;-29,78;1,82;0,29;50,83;-5,11;-5,48;-31,96;-29,26;;;1,63;-0,69;-0,32;0,20;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,19;1.985.844.000,00
MODL4;2,72;;-26,30;1,60;0,26;50,83;-5,11;-5,48;-28,22;-29,26;;;1,44;-0,61;-0,29;0,20;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,17;1.985.844.000,00
MOSI3;8,24;;2,17;0,14;0,02;0,00;0,00;3,42;;;;0,00;0,07;;-0,02;;6,38;0,74;;0,12;0,88;0,22;;;;59,43;3,79;0,17;1.043.149.227,20
MOTV3;14,95;3,24;10,44;1,94;0,45;43,84;35,90;13,25;3,86;8,01;4,16;2,09;1,38;5,51;-0,54;1,89;18,60;4,30;12,86;0,23;0,76;0,32;15,52;14,99;152.496.689,05;7,70;1,43;0,13;30.199.000.000,00
MOVI3;9,90;7,84;12,38;1,24;0,12;32,08;21,67;1,95;1,11;6,08;4,97;5,51;0,24;-1,03;-0,15;0,69;9,98;0,94;14,09;0,09;0,91;0,48;28,58;4,08;55.580.199,05;8,01;0,80;-0,07;3.444.521.513,40
MRSA3B;39,00;2,42;8,72;1,52;0,58;44,64;36,24;20,85;5,02;6,92;1,85;0,56;1,82;6,07;-0,77;1,62;17,39;6,64;8,93;0,38;0,62;0,32;17,02;24,60;9.700,00;25,72;4,47;1,42;13.331.870.559,00
MRSA5B;40,00;2,62;8,94;1,56;0,59;44,64;36,24;20,85;5,14;6,92;1,85;0,56;1,86;6,23;-0,79;1,62;17,39;6,64;8,93;0,38;0,62;0,32;17,02;24,60;8.044,67;25,72;4,47;1,46;13.331.870.559,00
